Name,Date,Tournament,Division,TotalDivs,Placement,Players,Wins,Margin,GamesFirst,GamesLast,Rating,Norm
Andy Kurnia,2 Feb 2013,Survivors Only Scrabblathon (SOS),1 of,1,13th of,20,5,+66,1364 -,1375,1758,
Andy Kurnia,9 Mar 2013,SOS G8,1 of,1,8th of,10,4,-480,1376 -,1385,1764,
Andy Kurnia,17 Mar 2013,NTU WGS Scrabble Mini 2013,2 of,2,3rd of,20,6,+288,1386 -,1393,1775,
Andy Kurnia,7 Apr 2013,Jurong Green CC Scrabble Open Championship 2013,1 of,2,10th of,18,8,+72,1394 -,1409,1792,
Andy Kurnia,12 May 2013,Jurong Green CC mini tournament,1 of,2,2nd of,8,6,+211,1410 -,1418,1834,
Andy Kurnia,2 Jun 2013,Bishan Heights RC mini tournament,1 of,3,10th of,10,2,-87,1419 -,1427,1808,
Andy Kurnia,23 Jun 2013,EM23JUNE,1 of,2,9th of,10,3,-335,1428 -,1437,1791,
Andy Kurnia,28 Jul 2013,Singapore National Scrabble Championship 2013,1 of,3,15th of,18,7,-297,1438 -,1454,1755,
Andy Kurnia,18 Aug 2013,Jurong Green CC mini tournament,1 of,2,4th of,10,5,-18,1455 -,1463,1790,
Andy Kurnia,8 Sep 2013,Grandeur 8 mini tournament,2 of,2,2nd of,12,9,+963,1464 -,1474,1820,
Andy Kurnia,15 Jan 2012,13th SA Millennium Cup,1 of,2,7th of,12,9,+236,1261 -,1280,1842,
Andy Kurnia,18 Mar 2012,Jurong Green CC Scrabble Open Championship 2012,1 of,3,8th of,14,8,+27,1281 -,1296,1842,
Andy Kurnia,22 Jul 2012,Singapore National Scrabble Championship 2012,1 of,3,13th of,18,7,+58,1297 -,1312,1811,
Andy Kurnia,8 Sep 2012,Grandeur 8 mini tournament,1 of,2,5th of,12,6,-24,1313 -,1322,1853,
Andy Kurnia,6 Oct 2012,Oktobertilefest Scrabblemini,1 of,2,9th of,10,4,-386,1323 -,1332,1835,
Andy Kurnia,18 Nov 2012,15th Singapore Open Scrabble Championship,1 of,2,15th of,28,8,+84,1333 -,1347,1809,
Andy Kurnia,23 Jan 2011,12th SA Millennium Cup,1 of,3,11th of,12,6,-1224,1145 -,1163,1788,
Andy Kurnia,13 Mar 2011,9th Lim Boon Heng Cup,1 of,3,8th of,18,9,+56,1164 -,1179,1823,
Andy Kurnia,16 Apr 2011,Survivors Only Scrabblathon (SOS),1 of,1,5th of,22,8,+161,1180 -,1191,1873,
Andy Kurnia,15 May 2011,Jurong Green CC mini tournament,1 of,3,8th of,10,2,-313,1192 -,1200,1841,
Andy Kurnia,24 Jul 2011,Singapore National Scrabble Championship 2011,1 of,3,3rd of,14,11,+768,1201 -,1216,1900,
Andy Kurnia,11 Sep 2011,Grandeur 8 mini tournament,1 of,2,10th of,10,3�,-229,1217 -,1226,1873,
Andy Kurnia,25 Sep 2011,Bishan Heights RC mini tournament,1 of,3,9th of,10,3,-344,1227 -,1235,1839,
Andy Kurnia,27 Nov 2011,14th Singapore Open Scrabble Championship,1 of,4,6th of,30,10,+242,1236 -,1251,1896,
Andy Kurnia,11 Dec 2011,Jurong Green CC mini tournament,1 of,3,9th of,10,3,-475,1252 -,1260,1866,
Andy Kurnia,24 Jan 2010,11th SA Millennium Cup,1 of,2,7th of,10,7,-406,1037 -,1054,1850,
Andy Kurnia,7 Mar 2010,8th Lim Boon Heng Cup,1 of,3,12th of,14,7,-285,1055 -,1070,1834,
Andy Kurnia,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010 (segment 1),2 of,3,3rd of,4,1,+83,,,,
Andy Kurnia,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010 (segment 2),3 of,3,3rd of,6,2,+135,,,,
Andy Kurnia,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010 (segment 3),3 of,3,1st of,6,2,+244,,,,
Andy Kurnia,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010,1 of,1,3rd of,14,5,+462,1071 -,1079,1815,
Andy Kurnia,16 May 2010,Jurong Green CC mini tournament,1 of,3,8th of,8,3,-375,1080 -,1087,1809,
Andy Kurnia,30 May 2010,Bishan Heights RC mini tournament,1 of,3,7th of,8,2,-353,1088 -,1095,1784,
Andy Kurnia,18 Jul 2010,Singapore National Scrabble Championship 2010,1 of,3,10th of,16,7,+37,1096 -,1111,1770,
Andy Kurnia,15 Aug 2010,Jurong Green CC mini tournament,2 of,3,1st of,10,8,+875,1112 -,1120,1802,
Andy Kurnia,19 Sep 2010,Bishan Heights RC mini tournament,2 of,3,3rd of,8,5,+329,1121 -,1128,1791,
Andy Kurnia,14 Nov 2010,13th Singapore Open Scrabble Championship,1 of,4,8th of,16,9,-203,1129 -,1144,1811,
Andy Kurnia,5 Sep 2009,Grandeur 8 mini tournament,1 of,2,2nd of,20,6,+364,1029 -,1036,1880,
Andy Kurnia,6 Jan 2008,People's Association - Shin Min Active Mind Festival 2008 Fun Scrabble Competition (preliminaries),1 of,3,10th of,30,4,+102,,,,
Andy Kurnia,24 Feb 2008,Jurong Green CC mini tournament,1 of,2,5th of,8,4,+142,965 -,972,1839,
Andy Kurnia,16 Mar 2008,6th Lim Boon Heng Cup,1 of,3,11th of,12,6,-16,973 -,988,1805,
Andy Kurnia,20 Jul 2008,Singapore National Scrabble Championship 2008,1 of,3,6th of,24,9,+666,989 -,1003,1833,
Andy Kurnia,16 Nov 2008,Yew Tee Scrabble Open Championship 2008,1 of,3,5th of,10,8,-97,1004 -,1019,1855,
Andy Kurnia,30 Nov 2008,Signature Park Open Tournament,1 of,1,5th of,12,5,+178,1020 -,1028,1858,
Andy Kurnia,28 Jan 2007,8th SA Millennium Cup,1 of,2,16th of,22,7,-269,830 -,845,1743,
Andy Kurnia,4 Feb 2007,Jurong Green CC mini tournament,1 of,2,2nd of,8,6,+502,846 -,853,1799,
Andy Kurnia,4 Mar 2007,7th NTU Open Scrabble Championship,1 of,2,2nd of,14,6,+289,854 -,861,1825,
Andy Kurnia,18 Mar 2007,5th Lim Boon Heng Cup,1 of,3,3rd of,18,10,+618,862 -,877,1839,
Andy Kurnia,8 Apr 2007,Jurong Green CC mini tournament,1 of,3,5th of,6,4,-119,878 -,885,1840,
Andy Kurnia,27 May 2007,10th Singapore Open Scrabble Championship,1 of,3,6th of,18,9,+408,886 -,901,1855,
Andy Kurnia,1 Jul 2007,Jurong Green CC mini tournament,1 of,2,8th of,8,2,-208,902 -,909,1827,
Andy Kurnia,22 Jul 2007,Singapore National Scrabble Championship 2007,1 of,3,4th of,24,11,+120,910 -,925,1862,
Andy Kurnia,5 Aug 2007,Jurong Green CC mini tournament,1 of,2,6th of,8,3,-175,926 -,933,1846,
Andy Kurnia,9 Sep 2007,Charity Tournament - Words With A Difference,1 of,2,4th of,20,11,+920,,,,
Andy Kurnia,16 Sep 2007,Grandeur 8 mini tournament,1 of,2,4th of,8,4,+85,934 -,941,1851,
Andy Kurnia,7 Oct 2007,The Serangoon mini tournament,1 of,2,7th of,8,3,-237,942 -,949,1836,
Andy Kurnia,28 Oct 2007,Jurong Green CC mini tournament,1 of,2,5th of,8,4,-441,950 -,957,1838,
Andy Kurnia,25 Nov 2007,Yew Tee Scrabble Open Championship 2007,1 of,4,6th of,16,4,+228,958 -,964,1834,
Andy Kurnia,2 Dec 2007,6th Causeway Scrabble Challenge,1 of,2,11th of,30,14,-8,,,,
Andy Kurnia,15 Jan 2006,7th SA Millennium Cup,1 of,2,5th of,10,10,+369,677 -,694,1903,
Andy Kurnia,26 Feb 2006,Jurong Green CC mini tournament,1 of,3,3rd of,10,5,+333,695 -,702,1906,
Andy Kurnia,12 Mar 2006,6th NTU Open Scrabble Championship,1 of,2,2nd of,14,5,+669,703 -,710,1890,
Andy Kurnia,19 Mar 2006,4th Lim Boon Heng Cup,1 of,3,10th of,22,8,+260,711 -,725,1861,
Andy Kurnia,23 Apr 2006,Jurong Green CC mini tournament,1 of,3,4th of,8,4,+310,726 -,733,1860,
Andy Kurnia,28 May 2006,9th Singapore Open Scrabble Championship,1 of,3,13th of,22,8,-73,734 -,749,1834,
Andy Kurnia,16 Jul 2006,Jurong Green CC mini tournament,1 of,3,1st of,6,6,+82,750 -,757,1860,
Andy Kurnia,23 Jul 2006,Singapore National Scrabble Championship 2006,1 of,3,13th of,26,8,+198,758 -,772,1833,
Andy Kurnia,27 Aug 2006,Grandeur 8 mini tournament,1 of,2,7th of,12,5,+120,773 -,783,1825,
Andy Kurnia,10 Sep 2006,Thomson Sin Ming Court RC 1st Scrabble mini tournament,1 of,1,6th of,14,3,+331,784 -,789,1804,
Andy Kurnia,17 Sep 2006,Jurong Green CC mini tournament,1 of,3,6th of,8,3,-157,790 -,796,1792,
Andy Kurnia,15 Oct 2006,Jurong Green CC mini tournament,1 of,3,2nd of,10,6,+191,797 -,805,1840,
Andy Kurnia,19 Nov 2006,The Serangoon mini tournament,1 of,4,4th of,6,3,-63,806 -,813,1819,
Andy Kurnia,3 Dec 2006,Jurong Green CC mini tournament,1 of,3,6th of,6,1,-607,814 -,821,1777,
Andy Kurnia,10 Dec 2006,5th Causeway Scrabble Challenge,1 of,2,19th of,30,11,-386,,,,
Andy Kurnia,17 Dec 2006,Yew Tee Scrabble Open Championship 2006,1 of,3,12th of,16,3,-179,822 -,829,1741,
Andy Kurnia,30 Jan 2005,6th SA Millennium Cup,1 of,2,4th of,8,8,-197,589 -,604,1842,
Andy Kurnia,27 Feb 2005,Jurong Green CC unrated mini tournament,1 of,3,2nd of,8,6,+214,,,,
Andy Kurnia,6 Mar 2005,5th NTU Open Scrabble Championship,1 of,2,5th of,10,4,+121,605 -,612,1839,
Andy Kurnia,12 Mar 2005,SAFRA Open,1 of,2,2nd of,28,4,+403,,,,
Andy Kurnia,20 Mar 2005,Jurong Green CC unrated mini tournament,1 of,3,1st of,6,7,+417,,,,
Andy Kurnia,2 Apr 2005,Teck Ghee Zone B Residents' Committee mini tournament,1 of,2,4th of,8,5,+199,613 -,619,1837,
Andy Kurnia,30 Apr 2005,SAFRA mini tournament,1 of,2,3rd of,10,6,+201,620 -,627,1852,
Andy Kurnia,15 May 2005,Teck Ghee Zone B Residents' Committee mini tournament,1 of,1,6th of,16,4,+522,628 -,635,1822,
Andy Kurnia,29 May 2005,Jurong Green CC unrated mini tournament,1 of,3,3rd of,8,5,+79,,,,
Andy Kurnia,5 Jun 2005,Teck Ghee Zone B Residents' Committee mini tournament,1 of,2,2nd of,10,7,+308,636 -,644,1853,
Andy Kurnia,3 Jul 2005,Jurong Green CC unrated mini tournament,1 of,3,1st of,8,6,+735,,,,
Andy Kurnia,24 Jul 2005,Singapore National Scrabble Championship 2005,1 of,3,3rd of,20,11,+487,645 -,660,1884,
Andy Kurnia,4 Sep 2005,Jurong Green CC unrated mini tournament,1 of,3,2nd of,6,5,+218,,,,
Andy Kurnia,30 Oct 2005,8th Singapore Open Scrabble Championship,1 of,3,1st of,20,12,+749,661 -,676,1931,
Andy Kurnia,4 Dec 2005,Jurong Green CC unrated mini tournament,1 of,3,1st of,10,8,+601,,,,
Andy Kurnia,18 Dec 2005,4th Causeway Scrabble Challenge,1 of,2,5th of,32,16,+548,,,,
Andy Kurnia,8 Feb 2004,5th SA Millennium Cup,1 of,2,2nd of,10,11,+868,468 -,485,1906,
Andy Kurnia,15 Feb 2004,Jurong Green CC mini tournament,1 of,3,1st of,8,6,+235,486 -,493,1905,
Andy Kurnia,7 Mar 2004,Jurong Green CC mini tournament,1 of,3,1st of,6,5�,+317,494 -,501,1914,
Andy Kurnia,14 Mar 2004,4th NTU Open Scrabble Championship,1 of,2,11th of,14,3,-141,502 -,509,1878,
Andy Kurnia,2 May 2004,Jurong Green CC mini tournament,1 of,3,7th of,8,3,+242,510 -,517,1849,
Andy Kurnia,6 Jun 2004,7th Singapore Open Scrabble Championship,1 of,3,4th of,20,10,+480,518 -,533,1870,
Andy Kurnia,18 Jul 2004,Singapore National Scrabble Championship 2004,1 of,3,2nd of,16,11,+476,534 -,549,1905,
Andy Kurnia,12 Sep 2004,Kg Kembangan CC mini tournament,1 of,2,5th of,12,4,+171,550 -,557,1899,
Andy Kurnia,24 Oct 2004,Kg Kembangan CC mini tournament,1 of,1,5th of,18,5,+50,558 -,565,1901,
Andy Kurnia,7 Nov 2004,Kg Kembangan CC mini tournament,1 of,1,7th of,16,4,-11,566 -,573,1885,
Andy Kurnia,21 Nov 2004,3rd Lim Boon Heng Cup,1 of,3,11th of,16,7,-195,574 -,588,1845,
Andy Kurnia,19 Dec 2004,3rd Causeway Scrabble Challenge,1 of,2,4th of,30,20�,+603,,,,
Andy Kurnia,26 Jan 2003,4th SA Millennium Cup,1 of,2,8th of,10,7,-287,307 -,324,1815,
Andy Kurnia,23 Feb 2003,3rd NTU Open Scrabble Championship,1 of,2,2nd of,12,6,+471,325 -,332,1840,
Andy Kurnia,2 Mar 2003,Jurong Green CC mini tournament,1 of,3,3rd of,10,6,+603,333 -,341,1853,
Andy Kurnia,16 Mar 2003,2nd Temasek Open,1 of,3,14th of,18,7,-191,342 -,357,1816,
Andy Kurnia,13 Apr 2003,Jurong Green CC mini tournament,1 of,3,1st of,8,8,+358,358 -,366,1885,
Andy Kurnia,18 May 2003,Jurong Green CC mini tournament,1 of,2,2nd of,10,6,+381,367 -,375,1896,
Andy Kurnia,15 Jun 2003,6th Singapore Open Scrabble Championship,1 of,3,3rd of,24,10,+532,376 -,391,1917,*
Andy Kurnia,25 Jun 2003,1st Traditional Tourney,1 of,1,8th of,20,6,+210,,,,
Andy Kurnia,20 Jul 2003,Singapore National Scrabble Championship 2003,1 of,1,3rd of,16,13,+851,392 -,409,1928,*
Andy Kurnia,17 Aug 2003,Jurong Green CC mini tournament,1 of,1,3rd of,14,5,+232,410 -,416,1901,GM
Andy Kurnia,7 Sep 2003,2nd Harmony Cup,1 of,3,4th of,18,12,+673,417 -,433,1899,
Andy Kurnia,27 Sep 2003,Aljunied-Kembangan Scrabble Tournament,1 of,2,1st of,24,8,+1114,,,,
Andy Kurnia,5 Oct 2003,Jurong Green CC mini tournament,1 of,2,6th of,8,3,+111,434 -,442,1837,
Andy Kurnia,23 Nov 2003,2nd Lim Boon Heng Cup,1 of,3,1st of,22,12,+1172,443 -,458,1897,
Andy Kurnia,14 Dec 2003,2nd Causeway Scrabble Challenge,1 of,2,11th of,20,11,+93,,,,
Andy Kurnia,28 Dec 2003,Jurong Green CC mini tournament,1 of,3,2nd of,10,7,+571,459 -,467,1914,
Andy Kurnia,20 Jan 2002,3rd SA Millennium Cup,1 of,3,6th of,10,9,-74,132 -,148,1621,*
Andy Kurnia,24 Feb 2002,2nd NTU Open Scrabble Championship,1 of,2,8th of,10,3,-184,149 -,156,1613,*
Andy Kurnia,3 Mar 2002,1st Temasek Open,1 of,2,15th of,18,6,-301,157 -,172,1621,M
Andy Kurnia,17 Mar 2002,Jurong Green CC mini tournament,2 of,3,1st of,8,8,+1010,173 -,180,1724,*
Andy Kurnia,28 Apr 2002,8th Jurong Green CC - St John's Institution Annual Friendly,1 of,1,9th of,22,9,+137,181 -,196,1740,*
Andy Kurnia,12 May 2002,Jurong Green CC mini tournament,1 of,3,1st of,6,7,+453,197 -,204,1816,SM*
Andy Kurnia,19 May 2002,Teck Ghee Zone B Residents' Committee mini tournament,1 of,2,7th of,10,3,-143,205 -,213,1786,
Andy Kurnia,2 Jun 2002,5th Singapore Open Scrabble Championship,1 of,4,16th of,24,7,+263,214 -,229,1722,
Andy Kurnia,21 Jul 2002,Singapore National Scrabble Championship 2002,1 of,2,3rd of,18,11,+406,230 -,245,1818,*
Andy Kurnia,18 Aug 2002,Jurong Green CC mini tournament,1 of,2,2nd of,10,6,+561,246 -,254,1831,NM
Andy Kurnia,8 Sep 2002,1st Harmony Cup,1 of,2,7th of,12,4,+117,255 -,263,1819,
Andy Kurnia,29 Sep 2002,Jurong Green CC mini tournament,1 of,3,6th of,8,4,-38,264 -,272,1811,
Andy Kurnia,13 Oct 2002,Jurong Green CC mini tournament,1 of,2,3rd of,10,6,+356,273 -,281,1833,
Andy Kurnia,10 Nov 2002,Jurong Green CC mini tournament,1 of,1,5th of,14,5,+145,282 -,290,1820,
Andy Kurnia,1 Dec 2002,1st Lim Boon Heng Cup,1 of,3,5th of,24,10,+230,291 -,306,1862,
Andy Kurnia,22 Dec 2002,1st Causeway Scrabble Challenge,1 of,1,9th of,20,10,-114,,,,
Andy Kurnia,21 Jan 2001,2nd SA Millennium Cup,2 of,2,4th of,7,7,-78,26 -,39,1454,
Andy Kurnia,25 Feb 2001,Hong Kah East CC mini tournament,3 of,3,2nd of,12,6,+161,40 -,47,1496,
Andy Kurnia,4 Mar 2001,1st NTU Open Scrabble Championship,2 of,2,4th of,26,5,+216,48 -,54,1510,
Andy Kurnia,15 Apr 2001,Hong Kah East CC mini tournament,2 of,3,5th of,10,5,-22,55 -,63,1529,
Andy Kurnia,6 May 2001,4th Singapore Open Scrabble Championship,2 of,3,8th of,34,9�,+568,64 -,79,1554,
Andy Kurnia,27 May 2001,Hong Kah East CC mini tournament,2 of,2,8th of,10,3,-461,80 -,88,1511,
Andy Kurnia,17 Jun 2001,Hong Kah East CC mini tournament,2 of,2,5th of,10,5,+548,89 -,97,1504,
Andy Kurnia,9 Sep 2001,Hong Kah East CC mini tournament,3 of,3,2nd of,8,6,+540,98 -,105,1525,
Andy Kurnia,28 Oct 2001,Hong Kah East CC mini tournament,2 of,3,3rd of,9,6,+75,106 -,113,1569,
Andy Kurnia,24 Nov 2001,"not the 9th Kenneth Chen Cup, day 1",1 of,2,16th of,18,3,-316,114 -,122,1582,
Andy Kurnia,25 Nov 2001,"not the 9th Kenneth Chen Cup, day 2",1 of,3,19th of,20,2,-162,123 -,131,1557,
Andy Kurnia,21 May 2000,3rd Singapore Open Scrabble Championship,3 of,3,14th of,16,2,-105,1 -,6,1366,
Andy Kurnia,11 Jun 2000,Hong Kah East CC mini tournament,2 of,2,10th of,12,3,+3,7 -,13,1347,
Andy Kurnia,26 Nov 2000,8th Kenneth Chen Cup,3 of,4,8th of,28,4,+109,14 -,18,1373,
Andy Kurnia,17 Dec 2000,Hong Kah East CC mini tournament,2 of,2,9th of,12,3,-719,19 -,25,1323,
Hubert Wee Ming Hui,19 Jan 2014,15th SA Millennium Cup,1 of,1,1st of,14,16,+1736,1123 -,1138,2041,
Hubert Wee Ming Hui,15 Mar 2014,WYSC Scrabble Benefit Tournament,1 of,1,1st of,10,8,+1050,1139 -,1147,2048,
Hubert Wee Ming Hui,30 Mar 2014,Jurong Green CC Scrabble Open Championship 2014,1 of,3,3rd of,14,12,+543,1148 -,1163,2053,
Hubert Wee Ming Hui,18 May 2014,Jurong Green CC mini tournament,1 of,1,2nd of,12,6,+780,1164 -,1172,2041,
Hubert Wee Ming Hui,13 Jan 2013,14th SA Millennium Cup,1 of,2,1st of,10,11�,+691,1003 -,1020,1974,
Hubert Wee Ming Hui,9 Mar 2013,SOS G8,1 of,1,4th of,10,5,+68,1021 -,1030,1949,
Hubert Wee Ming Hui,17 Mar 2013,NTU WGS Scrabble Mini 2013,1 of,2,6th of,10,4,+95,1031 -,1039,1935,
Hubert Wee Ming Hui,7 Apr 2013,Jurong Green CC Scrabble Open Championship 2013,1 of,2,8th of,18,8�,+458,1040 -,1055,1920,
Hubert Wee Ming Hui,2 Jun 2013,Bishan Heights RC mini tournament,1 of,3,3rd of,10,5,+249,1056 -,1064,1922,
Hubert Wee Ming Hui,23 Jun 2013,EM23JUNE,1 of,2,3rd of,10,7,+412,1065 -,1074,1943,
Hubert Wee Ming Hui,28 Jul 2013,Singapore National Scrabble Championship 2013,1 of,3,2nd of,18,12,+984,1075 -,1092,1969,
Hubert Wee Ming Hui,18 Aug 2013,Jurong Green CC mini tournament,1 of,2,3rd of,10,6,+353,1093 -,1101,1968,
Hubert Wee Ming Hui,8 Sep 2013,Grandeur 8 mini tournament,1 of,2,2nd of,12,9,+453,1102 -,1112,2010,
Hubert Wee Ming Hui,6 Oct 2013,Oktobertilefez Scrabblemini,1 of,1,1st of,12,10,+1067,1113 -,1122,2025,
Hubert Wee Ming Hui,12 Oct 2013,Team NTU vs SGP,1 of,1,2nd of,18,8,+1169,,,,
Hubert Wee Ming Hui,15 Jan 2012,13th SA Millennium Cup,1 of,2,2nd of,12,13,+777,881 -,900,1945,
Hubert Wee Ming Hui,18 Mar 2012,Jurong Green CC Scrabble Open Championship 2012,1 of,3,2nd of,14,14,+1098,901 -,916,2020,
Hubert Wee Ming Hui,13 May 2012,Jurong Green CC mini tournament,1 of,3,1st of,10,7,+1162,917 -,923,2020,
Hubert Wee Ming Hui,27 May 2012,Bishan Heights RC mini tournament,1 of,3,1st of,10,8,+523,924 -,932,2032,
Hubert Wee Ming Hui,22 Jul 2012,Singapore National Scrabble Championship 2012,1 of,3,7th of,18,9,+545,933 -,948,1997,
Hubert Wee Ming Hui,12 Aug 2012,Jurong Green CC mini tournament,1 of,3,6th of,10,4,+164,949 -,957,1973,
Hubert Wee Ming Hui,8 Sep 2012,Grandeur 8 mini tournament,1 of,2,8th of,12,4,+103,958 -,967,1942,
Hubert Wee Ming Hui,6 Oct 2012,Oktobertilefest Scrabblemini,1 of,2,5th of,10,5,+253,968 -,977,1921,
Hubert Wee Ming Hui,18 Nov 2012,15th Singapore Open Scrabble Championship,1 of,2,8th of,28,9,+453,978 -,993,1928,
Hubert Wee Ming Hui,9 Dec 2012,Jurong Green CC mini tournament,1 of,3,4th of,8,5,+433,994 -,1002,1932,
Hubert Wee Ming Hui,23 Jan 2011,12th SA Millennium Cup,1 of,3,3rd of,12,13,+733,817 -,836,1970,
Hubert Wee Ming Hui,15 May 2011,Jurong Green CC mini tournament,1 of,3,10th of,10,2,-392,837 -,845,1917,
Hubert Wee Ming Hui,11 Sep 2011,Grandeur 8 mini tournament,1 of,2,7th of,10,4�,-126,846 -,855,1901,
Hubert Wee Ming Hui,25 Sep 2011,Bishan Heights RC mini tournament,1 of,3,7th of,10,4,-276,856 -,864,1877,
Hubert Wee Ming Hui,27 Nov 2011,14th Singapore Open Scrabble Championship,1 of,4,2nd of,30,11,+537,865 -,880,1923,
Hubert Wee Ming Hui,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010 (segment 1),1 of,3,3rd of,4,1,-56,,,,
Hubert Wee Ming Hui,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010 (segment 2),2 of,3,1st of,4,3,+303,,,,
Hubert Wee Ming Hui,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010 (segment 3),1 of,3,1st of,4,3,+225,,,,
Hubert Wee Ming Hui,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010,1 of,1,1st of,14,7,+472,748 -,756,1986,
Hubert Wee Ming Hui,16 May 2010,Jurong Green CC mini tournament,1 of,3,1st of,8,7,+485,757 -,764,2013,
Hubert Wee Ming Hui,18 Jul 2010,Singapore National Scrabble Championship 2010,1 of,3,6th of,16,9,+169,765 -,780,1991,
Hubert Wee Ming Hui,19 Sep 2010,Bishan Heights RC mini tournament,1 of,3,2nd of,10,7,+226,781 -,789,2008,
Hubert Wee Ming Hui,23 Oct 2010,Grandeur 8 mini tournament,1 of,2,7th of,10,4,+80,790 -,799,1984,
Hubert Wee Ming Hui,21 Nov 2010,Yew Tee Scrabble Open Championship 2010,1 of,2,6th of,26,10,+537,800 -,816,1960,
Hubert Wee Ming Hui,15 Feb 2009,Jurong Green CC mini tournament,1 of,2,6th of,8,3,+117,669 -,676,1988,
Hubert Wee Ming Hui,22 Mar 2009,7th Lim Boon Heng Cup,1 of,3,2nd of,16,12,+1021,677 -,691,1990,
Hubert Wee Ming Hui,31 May 2009,12th Singapore Open Scrabble Championship,1 of,3,2nd of,18,10,+856,692 -,707,1982,
Hubert Wee Ming Hui,19 Jul 2009,Singapore National Scrabble Championship 2009,1 of,3,12th of,18,7�,+325,708 -,723,1911,
Hubert Wee Ming Hui,16 Aug 2009,Jurong Green CC mini tournament,1 of,3,2nd of,9,6,+96,724 -,731,1935,
Hubert Wee Ming Hui,22 Nov 2009,Yew Tee Scrabble Open Championship 2009,1 of,3,2nd of,20,11,+866,732 -,747,1966,
Hubert Wee Ming Hui,6 Jan 2008,People's Association - Shin Min Active Mind Festival 2008 Fun Scrabble Competition (preliminaries),1 of,3,6th of,30,4,+303,,,,
Hubert Wee Ming Hui,13 Jan 2008,People's Association - Shin Min Active Mind Festival 2008 Fun Scrabble Competition (finals),1 of,3,3rd of,4,1,-8,,,,
Hubert Wee Ming Hui,27 Jan 2008,9th SA Millennium Cup,1 of,2,1st of,16,12,+652,556 -,571,1966,
Hubert Wee Ming Hui,24 Feb 2008,Jurong Green CC mini tournament,1 of,2,1st of,8,6,+594,572 -,579,1977,
Hubert Wee Ming Hui,16 Mar 2008,6th Lim Boon Heng Cup,1 of,3,2nd of,12,11,+500,580 -,595,1985,
Hubert Wee Ming Hui,13 Apr 2008,Jurong Green CC mini tournament,1 of,2,1st of,6,5,+383,596 -,603,1981,
Hubert Wee Ming Hui,25 May 2008,11th Singapore Open Scrabble Championship,1 of,3,2nd of,12,11,+431,604 -,618,1989,
Hubert Wee Ming Hui,20 Jul 2008,Singapore National Scrabble Championship 2008,1 of,3,2nd of,24,12,+567,619 -,634,1998,
Hubert Wee Ming Hui,17 Aug 2008,Jurong Green CC mini tournament,1 of,2,2nd of,8,5,+664,635 -,642,1981,
Hubert Wee Ming Hui,28 Sep 2008,Grandeur 8 mini tournament,1 of,1,2nd of,18,7,+264,643 -,652,1984,
Hubert Wee Ming Hui,16 Nov 2008,Yew Tee Scrabble Open Championship 2008,1 of,3,1st of,10,12,+1058,653 -,668,2014,
Hubert Wee Ming Hui,4 Feb 2007,Jurong Green CC mini tournament,1 of,2,1st of,8,6,+687,437 -,444,1967,
Hubert Wee Ming Hui,4 Mar 2007,7th NTU Open Scrabble Championship,1 of,2,1st of,14,7,+686,445 -,452,1991,
Hubert Wee Ming Hui,18 Mar 2007,5th Lim Boon Heng Cup,1 of,3,4th of,18,10,+566,453 -,468,1959,
